inTemp,inHum,outTemp,outHum
12.50,79.40,24.70,78.80
12.50,79.40,24.80,78.80
12.60,79.30,24.80,78.80
12.50,79.10,24.80,78.80
12.50,79.00,24.80,78.70
12.50,78.90,24.80,78.60
12.50,78.70,24.80,78.60
12.50,78.70,24.80,78.60
12.50,78.60,24.80,78.50
12.50,78.60,24.80,78.40
12.50,78.50,24.90,78.40
12.50,78.40,24.90,78.40
12.50,78.40,24.90,78.30
12.50,78.30,24.90,78.30
12.50,78.20,24.90,78.20
12.50,78.10,24.90,78.20
12.50,78.00,24.90,78.20
12.50,78.00,24.90,78.10
12.50,77.90,24.90,78.00
12.50,77.70,24.90,78.00
12.50,77.60,24.90,77.90
12.40,77.50,25.00,77.90
12.50,77.50,24.90,77.70
12.50,77.40,24.90,77.60
12.50,77.20,25.00,77.60
12.50,77.10,25.00,77.50
12.50,77.10,25.00,77.60
12.50,77.00,25.00,77.50
12.50,77.00,25.00,77.40
12.50,77.00,25.00,77.40
12.50,77.00,25.00,77.30
12.50,76.80,25.00,77.20
12.50,76.80,25.00,77.20
12.50,76.70,25.10,77.10
12.50,76.60,25.10,77.10
12.50,76.60,25.10,77.00
12.50,76.50,25.10,76.90
12.50,76.50,25.10,76.90
12.50,76.50,25.10,76.80
12.50,76.30,25.10,76.70
12.50,76.20,25.10,76.70
12.50,76.20,25.10,76.70
12.50,76.10,25.10,76.70
12.50,76.00,25.10,76.70
12.50,75.90,25.10,76.60
12.50,75.80,25.10,76.60
12.50,75.70,25.10,76.60
12.40,75.50,25.10,76.50
12.50,75.50,25.10,76.50
12.50,75.30,25.10,76.50
12.50,75.30,25.10,76.50
12.40,75.20,25.10,76.40
12.40,75.10,25.10,76.30
12.40,75.10,25.10,76.30
12.40,75.00,25.10,76.30
12.40,75.00,25.10,76.30
12.50,75.00,25.10,76.30
12.50,74.90,25.10,76.30
12.50,74.70,25.10,76.30
12.50,74.50,25.10,76.30
12.50,74.60,25.10,76.20
12.50,74.50,25.10,76.20
12.40,74.40,25.10,76.20
12.50,74.40,25.20,76.20
12.40,74.30,25.20,76.20
12.40,74.30,25.20,76.10
12.40,74.20,25.10,76.10
12.40,74.20,25.10,76.10
12.40,74.20,25.20,76.10
12.40,74.10,25.20,76.10
12.50,74.10,25.20,76.10
12.40,73.90,25.20,76.10
12.50,73.90,25.20,76.10
12.40,73.80,25.20,76.00
12.40,73.80,25.20,76.00
12.40,73.70,25.20,76.00
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.80,25.20,75.90
12.40,73.80,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.20,75.90
12.40,73.70,25.10,75.80
12.40,73.70,25.10,75.80
12.40,73.70,25.20,75.90
12.40,73.60,25.10,75.80
12.40,73.50,25.10,75.80
12.40,73.50,25.10,75.80
12.40,73.50,25.10,75.90
12.40,73.40,25.10,75.90
12.40,73.40,25.10,75.90
12.40,73.40,25.10,75.90
12.40,73.30,25.10,75.90
12.40,73.30,25.10,75.90
12.40,73.40,25.10,76.00
12.40,73.40,25.10,76.00
12.40,73.50,25.10,76.00
12.40,73.60,25.10,76.00
12.40,73.60,25.10,76.10
12.40,73.60,25.10,76.10
12.40,73.60,25.10,76.10
12.40,73.60,25.10,76.10
12.40,73.60,25.10,76.10
12.40,73.60,25.00,76.10
12.40,73.60,25.00,76.10
12.40,73.60,25.10,76.10
12.40,73.60,25.10,76.20
12.40,73.60,25.10,76.20
12.40,73.70,25.00,76.10
12.40,73.70,25.10,76.20
12.40,73.70,25.00,76.20
12.40,73.70,25.10,76.30
12.40,73.80,25.00,76.20
12.40,73.70,25.00,76.20
12.40,73.80,25.00,76.20
12.40,73.70,25.00,76.30
12.40,73.70,25.00,76.30
12.40,73.80,25.00,76.30
12.40,73.80,25.00,76.30
12.40,73.80,25.00,76.30
12.40,73.80,25.00,76.30
12.40,73.80,25.00,76.30
12.40,73.80,24.90,76.40
12.40,73.90,25.00,76.40
12.40,73.90,25.00,76.50
12.40,73.90,24.90,76.40
12.40,73.90,24.90,76.40
12.40,74.00,25.00,76.50
12.40,74.00,24.90,76.50
12.40,74.10,24.90,76.60
12.40,74.00,24.90,76.60
12.40,74.00,24.90,76.60
12.30,73.90,24.90,76.60
12.40,74.10,24.90,76.60
12.40,74.10,24.90,76.70
12.40,74.20,24.90,76.70
12.40,74.30,24.90,76.80
12.40,74.40,24.90,76.80
12.40,74.60,24.90,76.80
12.40,74.60,24.90,76.80
12.40,74.60,24.90,76.80
12.40,74.70,24.90,76.80
12.40,74.70,24.90,76.80
12.30,74.60,24.90,76.80
12.40,74.70,24.90,76.80
12.40,74.80,24.90,76.90
12.40,74.80,24.90,76.80
12.40,74.90,24.90,76.90
12.40,75.00,24.90,76.90
12.30,74.90,24.90,77.10
12.30,75.00,24.90,77.00
12.30,75.00,24.90,77.00
12.30,75.00,24.90,77.00
12.40,75.20,24.90,77.10
12.40,75.20,24.90,77.20
12.40,75.30,24.90,77.20
12.40,75.30,24.80,77.10
12.40,75.40,24.80,77.10
12.40,75.40,24.80,77.10
12.40,75.50,24.80,77.10
12.40,75.50,24.80,77.20
12.30,75.40,24.80,77.20
12.40,75.60,24.90,77.30
12.40,75.70,24.80,77.30
12.40,75.60,24.80,77.30
12.40,75.60,24.80,77.30
12.40,75.60,24.80,77.40
12.40,75.60,24.80,77.40
12.40,75.60,24.80,77.40
12.40,75.70,24.80,77.40
12.40,75.70,24.80,77.40
12.40,75.70,24.80,77.50
12.40,75.80,24.70,77.50
12.40,75.80,24.80,77.60
12.40,75.80,24.80,77.60
12.40,75.90,24.80,77.60
12.40,76.00,24.80,77.70
12.40,76.00,24.80,77.70
12.40,76.00,24.80,77.70
12.40,76.10,24.80,77.80
12.40,76.20,24.80,77.80
12.40,76.20,24.80,77.80
12.40,76.30,24.70,77.70
12.40,76.30,24.80,77.80
12.40,76.50,24.70,77.80
12.40,76.50,24.80,77.80
12.40,76.60,24.80,77.90
12.40,76.70,24.70,77.90
12.40,76.70,24.80,78.00
12.40,76.80,24.70,78.00
12.40,76.80,24.70,78.00
12.40,76.80,24.70,78.00
12.40,76.90,24.70,78.00
12.30,76.80,24.70,78.00
12.40,76.90,24.70,78.00
12.40,76.90,24.70,78.00
12.40,77.00,24.70,78.00
12.40,77.00,24.70,78.00
12.40,77.00,24.70,78.00
12.40,77.10,24.70,78.00
12.40,77.10,24.70,78.00
12.40,77.20,24.70,78.10
12.40,77.30,24.80,78.10
12.30,77.30,24.70,78.00
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.70,78.10
12.40,77.40,24.60,78.10
12.40,77.40,24.70,78.20
12.40,77.40,24.70,78.20
12.40,77.50,24.70,78.20
12.40,77.60,24.70,78.20
12.40,77.60,24.70,78.20
12.40,77.70,24.70,78.30
12.40,77.70,24.70,78.30
12.30,77.70,24.60,78.30
12.40,77.70,24.70,78.40
12.40,77.80,24.60,78.30
12.40,77.80,24.70,78.40
12.40,77.80,24.60,78.40
12.40,77.80,24.60,78.40
12.40,77.90,24.60,78.50
12.40,77.90,24.60,78.40
12.40,78.00,24.60,78.50
12.40,78.00,24.60,78.60
12.40,78.10,24.60,78.50
12.40,78.20,24.60,78.50
12.40,78.40,24.60,78.60
12.40,78.40,24.60,78.60
12.40,78.50,24.60,78.60
12.40,78.60,24.60,78.60
12.40,78.60,24.60,78.60
12.40,78.60,24.60,78.60
12.40,78.60,24.60,78.70
12.40,78.60,24.60,78.70
12.40,78.60,24.60,78.70
12.40,78.60,24.60,78.80
12.40,78.60,24.60,78.80
12.40,78.60,24.60,78.80
12.40,78.60,24.60,78.80
12.40,78.60,24.60,78.80
12.40,78.70,24.50,78.80
12.40,78.70,24.60,78.80
12.40,78.70,24.60,78.80
12.40,78.70,24.60,78.80
12.40,78.70,24.60,78.90
12.40,78.70,24.60,78.90
12.40,78.70,24.50,78.80
12.40,78.70,24.50,78.80
12.40,78.70,24.60,78.90
12.40,78.80,24.50,78.90
12.40,78.90,24.50,78.90
12.40,78.90,24.60,79.00
12.40,78.90,24.50,78.90
12.40,78.90,24.60,79.00
12.40,78.90,24.50,78.90
12.40,78.90,24.50,79.00
12.40,78.90,24.50,79.00
12.40,78.90,24.50,79.00
12.40,78.90,24.50,79.00
12.40,79.00,24.50,79.00
12.40,79.00,24.50,79.00
12.50,79.00,24.50,79.00
12.40,79.00,24.50,79.10
12.40,79.00,24.50,79.00
12.40,79.10,24.50,79.10
12.40,79.10,24.50,79.10
12.50,79.10,24.50,79.10
12.40,79.10,24.50,79.10
12.40,79.10,24.50,79.20
12.40,79.10,24.50,79.20
12.40,79.10,24.40,79.10
12.40,79.20,24.50,79.20
12.40,79.20,24.40,79.20
12.40,79.30,24.50,79.20
12.40,79.30,24.50,79.30
12.50,79.40,24.50,79.40
12.40,79.30,24.50,79.40
12.40,79.30,24.40,79.30
12.40,79.30,24.40,79.30
12.40,79.40,24.40,79.30
12.40,79.40,24.40,79.40
12.40,79.40,24.40,79.40
12.40,79.50,24.50,79.40
12.40,79.50,24.40,79.40
12.40,79.50,24.40,79.40
12.40,79.50,24.50,79.60
12.40,79.50,24.40,79.50
12.40,79.50,24.40,79.50
12.50,79.60,24.40,79.60
12.40,79.60,24.40,79.60
12.50,79.70,24.50,79.60
12.50,79.60,24.40,79.60
12.40,79.60,24.40,79.60
12.40,79.60,24.40,79.60
12.40,79.60,24.40,79.70
12.40,79.70,24.40,79.70
12.40,79.70,24.40,79.70
12.50,79.80,24.40,79.80
12.40,79.80,24.40,79.80
12.40,79.70,24.40,79.80
12.40,79.70,24.40,79.80
12.50,79.80,24.40,79.90
12.40,79.80,24.40,79.90
12.40,79.80,24.40,79.90
12.50,79.90,24.40,79.90
12.50,79.90,24.40,80.10
12.40,79.80,24.40,80.10
12.40,79.80,24.40,80.10
12.50,79.90,24.40,80.10
12.50,79.90,24.40,80.10
12.40,79.90,24.40,80.00
12.50,80.00,24.40,80.00
12.40,80.00,24.40,80.00
12.40,80.00,24.40,80.00
12.40,80.10,24.40,80.10
12.50,80.20,24.40,80.10
12.40,80.20,24.40,80.10
12.50,80.30,24.40,80.10
12.40,80.10,24.40,80.10
12.40,80.20,24.40,80.10
12.50,80.30,24.40,80.10
12.40,80.30,24.30,80.10
12.40,80.30,24.40,80.10
12.50,80.40,24.40,80.10
12.40,80.40,24.30,80.10
12.40,80.40,24.30,80.10
12.40,80.40,24.40,80.20
12.50,80.50,24.30,80.20
12.40,80.40,24.30,80.20
12.40,80.40,24.40,80.30
12.50,80.50,24.30,80.30
12.40,80.50,24.30,80.30
12.40,80.50,24.30,80.30
12.40,80.50,24.30,80.30
12.50,80.50,24.30,80.30
12.40,80.50,24.30,80.30
12.50,80.60,24.30,80.30
12.50,80.60,24.30,80.30
12.50,80.60,24.30,80.30
12.50,80.60,24.30,80.40
12.40,80.60,24.30,80.40
12.40,80.60,24.30,80.40
12.40,80.60,24.30,80.40
12.50,80.70,24.30,80.40
12.40,80.70,24.30,80.40
12.50,80.80,24.30,80.40
12.50,80.80,24.30,80.40
12.50,80.80,24.30,80.40
12.50,80.80,24.30,80.50
12.50,80.90,24.20,80.50
12.50,80.90,24.20,80.40
12.50,81.00,24.30,80.50
12.50,81.00,24.30,80.50
12.40,80.90,24.30,80.70
12.50,81.00,24.20,80.70
12.50,81.00,24.20,80.60
12.50,81.00,24.30,80.70
12.50,81.00,24.20,80.60
12.50,81.00,24.20,80.70
12.50,81.00,24.20,80.80
12.50,81.00,24.20,80.90
12.40,81.00,24.30,81.10
12.50,81.20,24.20,80.90
12.50,81.20,24.30,81.10
12.50,81.20,24.20,81.10
12.50,81.20,24.20,81.20
12.50,81.30,24.20,81.30
12.50,81.30,24.20,81.10
12.50,81.30,24.30,81.30
12.50,81.30,24.20,81.30
12.50,81.30,24.20,81.30
12.50,81.30,24.20,81.30
12.50,81.30,24.20,81.30
12.50,81.40,24.20,81.30
12.50,81.40,24.20,81.10
12.50,81.50,24.20,81.00
12.40,81.50,24.20,81.00
12.50,81.60,24.20,80.90
12.50,81.70,24.20,80.90
12.50,81.70,24.30,80.90
12.50,81.70,24.30,80.90
12.50,81.70,24.20,80.70
12.50,81.70,24.30,80.80
12.50,81.70,24.30,80.80
12.40,81.70,24.30,80.70
12.50,81.80,24.20,80.70
12.50,81.80,24.30,80.70
12.50,81.80,24.30,80.70
12.50,81.80,24.30,80.70
12.40,81.70,24.30,80.70
12.50,81.80,24.30,80.70
12.50,81.80,24.30,80.70
12.50,81.80,24.40,80.70
12.50,81.70,24.30,80.70
12.50,81.70,24.40,80.70
12.50,81.70,24.40,80.60
12.40,81.60,24.40,80.50
12.50,81.50,24.40,80.50
12.50,81.40,24.40,80.40
12.50,81.40,24.40,80.30
12.50,81.40,24.40,80.30
12.50,81.40,24.40,80.30
12.50,81.30,24.40,80.30
12.50,81.40,24.40,80.20
12.50,81.30,24.40,80.10
12.50,81.00,24.40,80.10
12.40,80.90,24.50,80.10
12.50,81.00,24.50,80.10
12.50,81.00,24.50,80.10
12.50,81.00,24.50,80.10
12.40,80.90,24.50,80.00
12.50,81.00,24.50,79.90
12.40,81.00,24.50,79.80
12.40,80.90,24.50,79.70
12.50,81.00,24.50,79.70
12.50,81.00,24.50,79.60
12.50,80.90,24.60,79.70
12.40,80.80,24.50,79.60
12.50,80.80,24.50,79.60
12.40,80.60,24.60,79.60
12.40,80.60,24.60,79.50
12.40,80.50,24.60,79.50
12.50,80.50,24.60,79.50
12.40,80.40,24.50,79.40
12.50,80.50,24.50,79.40
12.50,80.40,24.60,79.40
12.40,80.30,24.60,79.40
12.40,80.30,24.60,79.30
12.50,80.30,24.60,79.20
12.40,80.10,24.60,79.20
12.50,80.00,24.60,79.20
12.50,80.00,24.60,79.20
12.50,80.00,24.60,79.10
12.40,80.00,24.60,79.00
12.40,80.00,24.60,79.00
12.50,80.00,24.70,79.00
12.40,79.90,24.70,79.00
12.40,79.80,24.70,79.00
12.50,79.80,24.70,78.90
12.40,79.60,24.70,78.80
12.40,79.50,24.70,78.80
12.40,79.50,24.70,78.80
12.50,79.50,24.70,78.70
12.40,79.40,24.80,78.70
12.50,79.40,24.70,78.60
12.50,79.20,24.70,78.60
12.40,79.00,24.80,78.60
12.40,78.90,24.80,78.50
12.50,78.90,24.80,78.50
12.50,78.70,24.80,78.40
12.40,78.60,24.80,78.40
12.40,78.50,24.80,78.30
12.40,78.40,24.80,78.20
12.40,78.30,24.80,78.20
12.50,78.30,24.90,78.20
12.40,78.20,24.80,78.10
12.40,78.20,24.90,78.20
12.40,78.10,24.90,78.10
12.50,78.10,24.90,78.00
12.40,77.90,24.80,77.90
12.50,77.90,24.90,77.80
12.40,77.70,24.90,77.80
12.40,77.70,24.90,77.70
12.40,77.60,24.90,77.70
12.40,77.50,24.90,77.60
12.40,77.40,24.90,77.60
12.40,77.40,24.90,77.60
12.40,77.30,24.90,77.60
12.40,77.30,24.90,77.50
12.40,77.20,24.90,77.40
12.40,77.10,24.90,77.40
12.40,77.10,25.00,77.40
12.40,77.00,24.90,77.30
12.40,77.00,25.00,77.30
12.40,77.00,25.00,77.20
12.40,76.90,25.00,77.10
12.40,76.70,25.00,77.10
12.40,76.70,25.00,77.10
12.40,76.70,25.00,77.00
12.40,76.60,25.00,76.90
12.40,76.60,25.10,76.90
12.40,76.60,25.00,76.80
12.40,76.60,25.00,76.80
12.40,76.50,25.00,76.70
12.40,76.40,25.00,76.70
12.40,76.30,25.00,76.70
12.40,76.30,25.10,76.70
12.40,76.20,25.10,76.70
12.40,76.20,25.10,76.60
12.40,76.10,25.10,76.60
12.40,76.10,25.10,76.50
12.40,76.00,25.10,76.50
12.40,75.90,25.10,76.40
12.40,75.80,25.10,76.30
12.40,75.80,25.10,76.30
12.40,75.70,25.10,76.30
12.40,75.50,25.10,76.30
12.40,75.50,25.10,76.20
12.40,75.50,25.10,76.10
12.40,75.40,25.10,76.10
12.30,75.20,25.10,76.10
12.40,75.20,25.10,76.10
12.40,75.10,25.10,76.10
12.40,75.10,25.10,76.10
12.40,75.00,25.10,76.00
12.40,75.00,25.10,76.00
12.40,74.90,25.20,76.00
12.30,74.80,25.10,76.00
12.30,74.90,25.10,75.90
12.30,74.80,25.10,75.90
12.40,74.80,25.10,75.90
12.40,74.80,25.10,75.90
12.30,74.60,25.10,75.90
12.40,74.70,25.10,75.90
12.40,74.80,25.10,75.90
12.30,74.70,25.10,75.90
12.40,74.80,25.10,75.90
12.40,74.70,25.00,75.70
12.30,74.60,25.10,75.80
12.30,74.70,25.10,75.70
12.30,74.60,25.10,75.70
12.30,74.50,25.10,75.70
12.30,74.50,25.10,75.70
12.30,74.50,25.10,75.70
12.30,74.50,25.10,75.70
12.30,74.50,25.10,75.70
12.30,74.40,25.10,75.70
12.40,74.50,25.10,75.70
12.30,74.40,25.00,75.70
12.30,74.40,25.00,75.70
12.40,74.40,25.10,75.80
12.30,74.30,25.10,75.80
12.30,74.30,25.10,75.80
12.30,74.30,25.10,75.80
12.30,74.20,25.00,75.70
12.30,74.10,25.00,75.70
12.30,74.10,25.00,75.70
12.30,74.30,25.00,75.70
12.30,74.30,25.00,75.70
12.30,74.30,25.00,75.90
12.40,74.20,25.00,75.90
12.30,74.20,25.00,75.90
12.30,74.30,25.00,75.90
12.30,74.30,25.00,76.20
12.40,74.30,25.00,76.30
12.30,74.30,25.00,76.50
12.30,74.30,25.00,76.50
12.30,74.30,25.00,76.30
12.30,74.40,25.00,76.30
12.30,74.40,25.00,76.30
12.30,74.30,25.00,76.40
12.30,74.30,25.00,76.50
12.30,74.40,25.00,76.50
12.30,74.40,25.00,76.60
12.30,74.50,25.00,76.70
12.30,74.50,25.00,76.50
12.30,74.50,24.90,76.40
12.30,74.60,24.90,76.30
12.30,74.60,24.90,76.20
12.30,74.60,24.90,76.20
12.40,74.70,24.90,76.40
12.30,74.60,24.90,76.20
12.30,74.60,24.90,76.20
12.30,74.60,24.90,76.30
12.30,74.70,24.90,76.50
12.30,74.70,24.90,76.40
12.30,74.70,24.90,76.30
12.40,74.90,24.90,76.40
12.30,74.90,24.90,76.60
12.30,74.90,24.90,76.50
12.30,74.90,24.90,76.40
12.30,74.90,24.90,76.40
12.30,75.00,24.90,76.40
12.30,75.00,24.90,76.60
12.30,75.10,24.80,76.60
12.30,75.10,24.90,76.60
12.30,75.20,24.80,76.60
12.30,75.30,24.80,76.60
12.30,75.40,24.80,76.60
12.30,75.40,24.80,76.60
12.30,75.50,24.80,76.60
12.30,75.60,24.80,76.60
12.30,75.60,24.80,76.60
12.30,75.70,24.80,76.70
12.30,75.70,24.80,76.70
12.30,75.70,24.80,76.70
12.30,75.70,24.80,76.80
12.30,75.80,24.80,76.80
12.30,75.80,24.80,76.80
12.30,75.80,24.80,76.80
12.30,75.90,24.80,76.90
12.30,75.90,24.70,77.00
12.30,75.90,24.80,77.20
12.30,75.90,24.80,77.20
12.30,75.90,24.70,77.10
12.30,75.90,24.80,77.20
12.30,75.90,24.80,77.40
12.30,75.90,24.80,77.30
12.30,75.90,24.80,77.30
12.30,76.00,24.80,77.30
12.30,76.00,24.80,77.60
12.30,76.00,24.70,77.50
12.20,76.00,24.80,77.70
12.30,76.10,24.70,77.40
12.30,76.20,24.70,77.60
12.30,76.30,24.70,77.50
12.30,76.40,24.70,77.40
12.30,76.40,24.70,77.40
12.30,76.40,24.70,77.40
12.30,76.50,24.70,77.40
12.30,76.60,24.70,77.40
12.30,76.70,24.70,77.40
12.30,76.70,24.70,77.50
12.30,76.70,24.70,77.50
12.30,76.80,24.70,77.50
12.30,76.80,24.70,77.60
12.30,76.80,24.70,77.60
12.30,76.90,24.70,77.60
12.30,76.90,24.70,77.60
12.30,76.90,24.70,77.60
12.30,77.00,24.70,77.60
12.40,77.10,24.70,77.60
12.30,77.10,24.60,77.50
12.30,77.20,24.70,77.60
12.30,77.30,24.70,77.60
12.30,77.30,24.70,77.60
12.20,77.30,24.70,77.60
12.30,77.30,24.70,77.60
12.30,77.30,24.70,77.60
12.30,77.30,24.70,77.60
12.30,77.30,24.70,77.60
12.30,77.40,24.70,77.60
12.30,77.40,24.70,77.60
12.30,77.40,24.60,77.70
12.30,77.40,24.70,77.80
12.30,77.40,24.70,77.80
12.30,77.50,24.70,77.80
12.30,77.60,24.70,77.80
12.30,77.70,24.60,77.80
12.30,77.70,24.60,78.00
12.30,77.80,24.60,78.20
12.30,77.80,24.60,78.20
12.30,77.80,24.60,78.50
12.30,77.80,24.60,78.50
12.30,77.80,24.60,78.40
12.30,77.90,24.60,78.50
12.30,78.00,24.60,78.40
12.30,78.00,24.60,78.40
12.30,78.10,24.60,78.40
12.30,78.10,24.60,78.20
12.40,78.10,24.60,78.20
12.30,78.10,24.60,78.20
12.30,78.10,24.60,78.20
12.30,78.20,24.60,78.10
12.30,78.20,24.60,78.10
12.30,78.20,24.60,78.10
12.30,78.30,24.60,78.10
12.30,78.40,24.60,78.10
12.30,78.40,24.60,78.20
12.30,78.50,24.60,78.10
12.30,78.60,24.60,78.10
12.30,78.60,24.60,78.10
12.30,78.50,24.60,78.20
12.40,78.60,24.60,78.20
12.30,78.60,24.60,78.20
12.30,78.60,24.60,78.20
12.30,78.60,24.60,78.20
12.30,78.70,24.60,78.30
12.30,78.70,24.60,78.40
12.30,78.70,24.60,78.40
12.30,78.80,24.60,78.40
12.30,78.80,24.60,78.50
12.30,78.80,24.50,78.40
12.30,78.80,24.50,78.50
12.30,78.80,24.60,78.50
12.30,78.80,24.50,78.50
12.30,78.90,24.50,78.50
12.30,78.80,24.50,78.60
12.30,78.90,24.50,78.60
12.30,78.90,24.50,78.60
12.30,79.00,24.50,78.60
12.30,79.10,24.50,78.60
12.30,79.10,24.50,78.60
12.40,79.30,24.50,78.60
12.30,79.20,24.50,78.70
12.30,79.20,24.50,78.70
12.30,79.20,24.50,78.80
12.40,79.30,24.50,78.80
12.30,79.20,24.50,78.80
12.30,79.20,24.50,78.80
12.40,79.40,24.50,78.80
12.30,79.30,24.50,78.80
12.30,79.30,24.50,78.80
12.30,79.40,24.50,78.80
12.30,79.40,24.50,78.80
12.40,79.50,24.40,78.80
12.30,79.40,24.50,78.90
12.30,79.40,24.40,78.80
12.30,79.40,24.40,78.90
12.30,79.40,24.40,78.90
12.30,79.40,24.40,78.90
12.30,79.60,24.40,79.00
12.30,79.60,24.40,79.00
12.30,79.70,24.40,79.00
12.30,79.80,24.50,79.10
12.30,79.80,24.50,79.10
12.30,79.80,24.40,79.00
12.30,79.80,24.40,79.10
12.40,79.90,24.40,79.20
12.30,79.80,24.40,79.20
12.40,80.00,24.40,79.20
12.30,79.90,24.40,79.20
12.30,79.90,24.40,79.20
12.30,79.90,24.40,79.20
12.40,80.00,24.40,79.20
12.30,80.00,24.40,79.30
12.30,80.00,24.40,79.30
12.40,80.00,24.40,79.30
12.40,80.10,24.40,79.30
12.40,80.10,24.40,79.30
12.30,80.10,24.40,79.30
12.30,80.10,24.40,79.30
12.30,80.10,24.40,79.40
12.30,80.10,24.40,79.40
12.30,80.20,24.40,79.50
12.40,80.30,24.40,79.60
12.30,80.20,24.40,79.60
12.40,80.30,24.40,79.60
12.30,80.20,24.40,79.50
12.40,80.30,24.40,79.50
12.30,80.20,24.30,79.50
12.30,80.20,24.40,79.60
12.30,80.20,24.40,79.60
12.30,80.20,24.40,79.60
12.30,80.30,24.40,79.60
12.30,80.30,24.40,79.60
12.30,80.50,24.40,79.60
12.30,80.50,24.40,79.60
12.40,80.60,24.40,79.70
12.40,80.70,24.30,79.60
12.40,80.80,24.30,79.60
12.40,80.80,24.30,79.60
12.40,80.80,24.40,79.70
12.30,80.80,24.40,79.70
12.40,80.80,24.30,79.60
12.40,80.80,24.30,79.70
12.40,80.80,24.40,79.80
12.30,80.70,24.30,79.70
12.40,80.80,24.30,79.70
12.30,80.80,24.30,79.80
12.30,80.90,24.30,79.80
12.40,81.10,24.30,79.80
12.40,81.10,24.30,79.80
12.40,81.20,24.30,79.90
12.30,81.10,24.30,79.90
12.40,81.20,24.30,79.90
12.30,81.10,24.30,79.90
12.40,81.20,24.30,80.00
12.40,81.20,24.30,80.00
12.40,81.20,24.30,80.00
12.40,81.20,24.30,80.00
12.40,81.20,24.30,80.00
12.40,81.20,24.20,80.00
12.40,81.20,24.30,80.10
12.40,81.10,24.30,80.10
12.40,81.10,24.30,80.10
12.40,81.20,24.20,80.10
12.40,81.20,24.20,80.10
12.40,81.20,24.20,80.10
12.40,81.20,24.30,80.20
12.40,81.20,24.30,80.30
12.40,81.20,24.30,80.30
12.40,81.20,24.20,80.30
12.40,81.20,24.20,80.30
12.40,81.30,24.20,80.30
12.30,81.20,24.20,80.30
12.40,81.30,24.20,80.30
12.40,81.40,24.30,80.40
12.40,81.40,24.30,80.40
12.40,81.40,24.20,80.30
12.40,81.40,24.20,80.40
12.40,81.40,24.20,80.30
12.40,81.40,24.20,80.50
12.40,81.40,24.20,80.50
12.40,81.40,24.20,80.50
12.40,81.40,24.20,80.50
12.40,81.40,24.20,80.50
12.40,81.50,24.20,80.50
12.40,81.50,24.20,80.50
12.40,81.50,24.20,80.50
12.40,81.50,24.20,80.50
12.40,81.50,24.20,80.50
12.40,81.60,24.20,80.50
12.40,81.60,24.20,80.60
12.40,81.60,24.10,80.60
12.40,81.70,24.10,80.70
12.40,81.70,24.20,80.70
12.40,81.70,24.20,80.70
12.40,81.70,24.20,80.70
12.40,81.70,24.10,80.70
12.40,81.70,24.20,80.70
12.40,81.70,24.20,80.70
12.40,81.70,24.10,80.70
12.40,81.80,24.20,80.70
12.40,81.70,24.10,80.70
12.40,81.80,24.20,80.80
12.30,81.70,24.10,80.70
12.40,81.80,24.20,80.80
12.40,81.90,24.20,80.70
12.40,81.90,24.20,80.70
12.40,82.00,24.10,80.70
12.40,82.00,24.10,80.70
12.40,81.90,24.10,80.70
12.40,82.00,24.10,80.70
12.40,82.00,24.20,80.80
12.40,82.00,24.20,80.80
12.40,82.00,24.20,80.90
12.40,82.00,24.10,80.80
12.40,82.10,24.20,80.90
12.40,82.20,24.10,80.90
12.50,82.30,24.10,80.80
12.40,82.20,24.20,80.90
12.40,82.20,24.20,80.90
12.40,82.20,24.20,80.90
12.40,82.30,24.10,80.90
12.40,82.30,24.10,80.90
12.40,82.30,24.20,80.90
12.40,82.30,24.20,80.90
12.50,82.40,24.10,80.90
12.40,82.40,24.20,81.00
12.40,82.40,24.20,81.00
12.40,82.40,24.20,81.00
12.40,82.40,24.20,81.00
12.40,82.40,24.20,81.00
12.40,82.30,24.20,80.90
12.40,82.30,24.20,80.90
12.40,82.30,24.30,80.90
12.40,82.30,24.20,80.80
12.40,82.30,24.20,80.90
12.40,82.30,24.30,80.90
12.40,82.30,24.20,80.80
12.40,82.30,24.20,80.70
12.40,82.30,24.20,80.70
12.40,82.40,24.30,80.80
12.40,82.40,24.30,80.80
12.40,82.40,24.30,80.70
12.40,82.30,24.30,80.70
12.40,82.30,24.30,80.60
12.40,82.20,24.30,80.60
12.40,82.20,24.40,80.70
12.30,82.10,24.30,80.50
12.40,82.20,24.40,80.50
12.40,82.30,24.40,80.50
12.40,82.30,24.40,80.50
12.40,82.30,24.40,80.40
12.40,82.30,24.40,80.30
12.40,82.30,24.40,80.30
12.40,82.40,24.40,80.20
12.40,82.30,24.40,80.10
12.40,82.30,24.40,80.10
12.40,82.30,24.40,80.10
12.40,82.20,24.40,80.00
