inTemp,inHum,outTemp,outHum
13.20,75.80,24.70,79.70
13.20,75.80,24.70,79.70
13.20,75.80,24.70,79.60
13.20,75.80,24.70,79.60
13.20,75.80,24.70,79.60
13.20,75.80,24.70,79.70
13.20,75.90,24.70,79.60
13.20,75.90,24.70,79.60
13.20,75.90,24.70,79.60
13.20,75.90,24.60,79.60
13.20,75.80,24.70,79.60
13.20,75.80,24.70,79.60
13.20,75.90,24.70,79.70
13.20,75.90,24.70,79.80
13.20,76.00,24.70,79.70
13.20,76.00,24.70,79.70
13.20,76.00,24.70,79.70
13.20,76.00,24.70,79.70
13.20,76.00,24.70,79.70
13.20,76.00,24.60,79.70
13.20,76.00,24.60,79.60
13.20,75.90,24.70,79.80
13.20,75.90,24.70,79.80
13.20,75.90,24.70,79.70
13.20,75.90,24.60,79.70
13.20,76.00,24.60,79.70
13.30,76.00,24.70,79.80
13.20,76.00,24.60,79.80
13.20,76.10,24.70,79.80
13.20,76.00,24.60,79.80
13.20,76.00,24.60,79.80
13.20,76.00,24.60,79.80
13.20,76.10,24.60,79.80
13.20,76.10,24.60,79.80
13.20,76.20,24.60,79.80
13.20,76.20,24.60,80.00
13.20,76.20,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.20,24.60,80.30
13.20,76.20,24.60,80.30
13.20,76.20,24.60,80.30
13.20,76.30,24.60,80.20
13.20,76.30,24.60,80.10
13.20,76.20,24.60,80.20
13.20,76.20,24.60,80.20
13.20,76.30,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.20,24.60,80.10
13.30,76.30,24.60,80.10
13.30,76.30,24.60,80.20
13.20,76.30,24.60,80.10
13.20,76.30,24.60,80.10
13.20,76.30,24.60,80.10
13.20,76.30,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.30,24.60,80.10
13.20,76.20,24.60,80.10
13.20,76.30,24.70,80.20
13.20,76.20,24.70,80.10
13.20,76.30,24.60,80.10
13.20,76.30,24.70,80.10
13.20,76.30,24.70,80.00
13.20,76.40,24.70,79.80
13.20,76.30,24.70,79.80
13.20,76.20,24.70,79.70
13.20,76.30,24.70,79.70
13.20,76.30,24.70,79.60
13.20,76.40,24.70,79.60
13.20,76.30,24.70,79.60
13.20,76.30,24.70,79.60
13.30,76.30,24.80,79.60
13.20,76.00,24.80,79.60
13.20,76.00,24.70,79.40
13.20,76.00,24.80,79.60
13.20,76.00,24.70,79.40
13.20,76.00,24.80,79.50
13.30,75.80,24.80,79.50
13.20,75.80,24.80,79.50
13.20,75.80,24.80,79.40
13.20,75.60,24.80,79.40
13.20,75.60,24.80,79.30
13.20,75.60,24.80,79.30
13.20,75.60,24.90,79.30
13.20,75.60,24.80,79.20
13.20,75.60,24.90,79.30
13.20,75.50,24.90,79.20
13.20,75.50,24.90,79.20
13.20,75.40,24.90,79.20
13.20,75.10,24.90,79.20
13.20,75.10,24.90,79.10
13.20,75.10,24.90,79.10
13.20,75.20,24.90,79.00
13.20,75.10,24.90,79.00
13.20,74.60,25.00,79.00
13.20,74.60,24.90,78.90
13.20,74.80,24.90,78.90
13.20,74.80,24.90,78.80
13.20,74.80,25.00,78.70
13.20,74.50,25.00,78.70
13.20,74.40,25.00,78.70
13.20,74.40,25.00,78.70
13.20,74.50,25.00,78.50
13.20,74.50,25.00,78.50
13.20,74.50,25.00,78.50
13.10,74.50,25.00,78.50
13.20,74.60,25.00,78.50
13.20,74.50,25.00,78.40
13.20,74.40,25.10,78.50
13.20,74.40,25.10,78.70
13.20,74.10,25.10,78.60
13.10,73.90,25.00,78.60
13.20,74.00,25.10,78.50
13.20,73.90,25.10,78.40
13.20,73.90,25.10,78.30
13.20,73.90,25.10,78.20
13.20,73.90,25.10,78.20
13.20,73.90,25.10,78.10
13.10,73.70,25.10,78.10
13.20,73.70,25.10,78.10
13.10,73.70,25.10,77.90
13.20,73.70,25.20,78.00
13.10,73.70,25.10,77.80
13.10,73.60,25.20,77.90
13.10,73.50,25.20,77.80
13.10,73.40,25.20,77.70
13.20,73.30,25.10,77.70
13.20,73.10,25.20,77.60
13.10,72.90,25.20,77.50
13.10,72.90,25.20,77.40
13.10,72.80,25.20,77.40
13.10,72.80,25.20,77.30
13.20,72.90,25.30,77.40
13.10,72.70,25.30,77.50
13.10,72.70,25.20,77.30
13.10,72.70,25.20,77.30
13.10,72.60,25.20,77.10
13.10,72.50,25.30,77.20
13.10,72.50,25.20,77.10
13.10,72.50,25.30,77.10
13.10,72.40,25.30,77.00
13.10,72.10,25.30,77.00
13.10,72.00,25.30,77.00
13.10,72.00,25.30,76.90
13.10,71.90,25.30,76.80
13.10,71.80,25.30,76.80
13.10,71.80,25.30,76.80
13.10,71.70,25.30,76.70
13.10,71.60,25.30,76.60
13.10,71.60,25.30,76.60
13.10,71.50,25.30,76.60
13.10,71.40,25.30,76.60
13.10,71.30,25.40,76.60
13.10,71.20,25.40,76.60
13.10,71.20,25.30,76.40
13.10,71.20,25.30,76.40
13.10,71.00,25.40,76.60
13.10,70.70,25.40,76.40
13.10,70.70,25.40,76.40
13.10,70.70,25.40,76.40
13.00,70.60,25.40,76.40
13.10,70.70,25.40,76.30
13.10,70.70,25.40,76.30
13.10,70.70,25.40,76.40
13.10,70.70,25.40,76.40
13.10,70.70,25.40,76.40
13.00,70.60,25.40,76.20
13.10,70.70,25.40,76.20
13.10,70.70,25.40,76.20
13.10,70.60,25.40,76.10
13.10,70.60,25.40,76.20
13.00,70.50,25.40,76.50
13.10,70.60,25.50,76.70
13.00,70.50,25.40,76.60
13.00,70.50,25.50,76.70
13.00,70.40,25.40,76.60
13.10,70.50,25.40,76.70
13.10,70.50,25.50,77.00
13.10,70.30,25.40,76.90
13.10,70.30,25.50,77.10
13.10,70.30,25.40,77.00
13.00,70.10,25.40,77.10
13.00,70.10,25.40,77.20
13.00,70.10,25.40,76.80
13.00,70.10,25.40,76.80
13.10,70.10,25.50,76.70
13.00,70.00,25.40,76.50
13.00,70.00,25.50,76.60
13.00,70.10,25.40,76.30
13.00,70.00,25.40,76.20
13.00,70.00,25.50,76.80
13.00,69.90,25.40,77.10
13.10,70.00,25.50,77.10
13.00,69.90,25.40,77.00
13.00,69.80,25.40,77.10
13.00,69.80,25.40,77.20
13.00,69.90,25.40,77.20
13.00,69.90,25.40,77.00
13.00,69.90,25.40,76.80
13.00,69.80,25.40,76.80
13.00,69.60,25.40,76.80
13.00,69.80,25.40,76.50
13.00,69.80,25.40,76.50
13.00,69.60,25.40,76.50
13.00,69.60,25.40,76.40
13.00,69.60,25.40,76.20
13.00,69.70,25.40,76.20
13.00,69.70,25.40,76.20
13.00,69.70,25.40,76.10
13.00,69.80,25.40,76.00
13.00,69.80,25.40,76.00
13.00,69.70,25.40,76.00
13.00,69.70,25.40,76.00
13.00,69.50,25.40,75.90
13.00,69.50,25.40,76.00
13.00,69.50,25.40,75.90
13.00,69.60,25.40,75.90
13.00,69.60,25.40,76.10
13.00,69.60,25.40,76.50
13.00,69.60,25.40,76.30
13.00,69.60,25.40,76.20
13.00,69.60,25.40,76.20
13.00,69.60,25.30,76.20
13.00,69.60,25.40,76.60
13.00,69.70,25.40,76.90
13.00,69.70,25.40,76.60
13.00,69.80,25.40,76.40
13.00,69.90,25.40,76.30
13.00,69.90,25.40,76.40
13.00,70.00,25.40,76.40
12.90,70.00,25.40,76.40
13.00,70.00,25.40,76.60
13.00,70.10,25.30,76.50
13.00,70.10,25.40,76.40
13.00,70.00,25.40,76.60
13.00,70.00,25.30,76.40
13.00,70.10,25.30,76.40
13.00,70.10,25.30,76.50
13.00,70.10,25.30,76.40
13.00,70.20,25.30,76.20
13.00,70.30,25.30,76.20
13.00,70.30,25.30,76.10
13.00,70.30,25.30,76.10
13.00,70.30,25.30,76.10
13.00,70.40,25.30,76.00
12.90,70.40,25.30,76.00
13.00,70.50,25.30,76.00
13.00,70.40,25.30,76.10
13.00,70.40,25.30,76.10
12.90,70.50,25.30,76.20
13.00,70.60,25.30,76.20
13.00,70.50,25.30,76.20
13.00,70.60,25.30,76.10
13.00,70.60,25.30,76.10
13.00,70.70,25.30,76.10
13.00,70.80,25.30,76.20
13.00,70.80,25.30,76.20
12.90,70.60,25.30,76.30
13.00,70.70,25.20,76.30
13.00,70.80,25.20,76.40
13.00,70.80,25.30,76.50
13.00,70.80,25.20,76.30
13.00,70.90,25.20,76.30
13.00,71.00,25.30,76.50
13.00,71.00,25.20,76.40
13.00,71.00,25.30,76.70
13.00,71.10,25.20,76.50
13.00,71.10,25.20,76.40
12.90,71.00,25.20,76.40
12.90,71.00,25.20,76.40
13.00,71.10,25.20,76.50
13.00,71.20,25.20,76.50
13.00,71.30,25.20,76.50
13.00,71.30,25.20,76.50
13.00,71.30,25.20,76.50
13.00,71.30,25.20,76.60
13.00,71.40,25.10,76.60
13.00,71.40,25.20,76.60
12.90,71.40,25.20,76.70
13.00,71.50,25.10,76.70
13.00,71.60,25.20,76.70
13.00,71.70,25.10,76.70
13.00,71.70,25.20,76.70
13.00,71.70,25.10,76.70
13.00,71.80,25.10,76.70
13.00,71.80,25.10,76.80
13.00,71.90,25.10,76.70
13.00,71.90,25.10,76.80
13.00,71.90,25.10,76.80
13.00,71.90,25.10,76.90
12.90,71.90,25.10,76.90
13.00,72.00,25.10,76.90
13.00,72.20,25.10,77.10
13.00,72.30,25.10,77.10
13.00,72.30,25.10,77.20
13.00,72.20,25.10,77.20
12.90,72.20,25.10,77.20
13.00,72.30,25.00,77.20
13.00,72.30,25.00,77.20
13.00,72.30,25.00,77.30
12.90,72.30,25.00,77.30
12.90,72.40,25.10,77.30
13.00,72.50,25.10,77.40
12.90,72.50,25.00,77.30
13.00,72.60,25.10,77.50
12.90,72.60,25.00,77.30
13.00,72.70,25.00,77.50
12.90,72.60,25.00,77.50
13.00,72.70,25.00,77.50
13.00,72.70,25.00,77.70
13.00,72.80,25.00,77.80
13.00,72.90,25.00,77.80
13.00,73.00,25.00,77.70
13.00,73.10,25.00,77.70
13.00,73.20,25.00,77.70
12.90,73.20,25.00,77.70
13.00,73.30,25.00,77.70
13.00,73.30,24.90,77.70
13.00,73.40,25.00,77.70
12.90,73.40,24.90,77.80
13.00,73.40,25.00,77.80
13.00,73.50,25.00,77.80
13.00,73.50,24.90,77.80
13.00,73.50,24.90,77.80
13.00,73.50,24.90,77.90
13.00,73.60,25.00,78.00
12.90,73.60,24.90,78.00
13.00,73.60,24.90,77.90
13.00,73.70,24.90,78.00
13.00,73.70,24.90,78.00
13.00,73.70,24.90,78.00
13.00,73.70,24.90,78.10
12.90,73.70,24.90,78.10
13.00,73.80,24.90,78.10
13.00,73.80,24.90,78.20
13.00,73.80,24.90,78.30
13.00,73.80,24.90,78.20
13.00,73.80,24.90,78.30
13.00,73.80,24.90,78.40
13.00,73.80,24.90,78.40
13.00,73.90,24.90,78.40
12.90,73.90,24.90,78.40
13.00,74.00,24.90,78.40
13.00,74.10,24.80,78.40
13.00,74.20,24.90,78.40
12.90,74.20,24.90,78.40
13.00,74.20,24.90,78.50
13.00,74.30,24.90,78.50
12.90,74.30,24.90,78.60
12.90,74.20,24.80,78.60
13.00,74.30,24.90,78.60
13.00,74.30,24.90,78.50
12.90,74.30,24.90,78.50
13.00,74.40,24.80,78.40
13.00,74.40,24.80,78.40
13.00,74.50,24.80,78.40
12.90,74.50,24.80,78.40
12.90,74.60,24.90,78.50
13.00,74.60,24.80,78.50
13.00,74.70,24.90,78.60
13.00,74.70,24.90,78.60
13.00,74.70,24.90,78.60
12.90,74.70,24.80,78.60
13.00,74.70,24.80,78.60
13.00,74.70,24.90,78.70
12.90,74.70,24.80,78.60
13.00,74.80,24.80,78.60
13.00,74.80,24.80,78.60
13.00,74.80,24.80,78.60
12.90,74.80,24.80,78.60
13.00,74.90,24.80,78.60
13.00,75.00,24.80,78.70
13.00,74.90,24.80,78.70
13.00,75.00,24.80,78.60
12.90,75.00,24.80,78.70
13.00,75.00,24.80,78.70
13.00,75.00,24.80,78.70
13.00,74.90,24.80,78.70
13.00,74.90,24.80,78.80
12.90,74.90,24.80,78.80
13.00,75.00,24.80,78.80
13.00,75.00,24.80,78.80
13.00,75.00,24.80,78.80
12.90,75.00,24.80,78.80
13.00,75.10,24.80,78.80
13.00,75.10,24.70,78.80
13.00,75.10,24.80,78.80
13.00,75.20,24.70,78.80
12.90,75.20,24.80,78.90
13.00,75.20,24.80,78.90
13.00,75.20,24.70,78.90
13.00,75.20,24.80,79.00
13.00,75.30,24.80,79.00
13.00,75.30,24.80,79.00
13.00,75.30,24.70,79.00
13.00,75.40,24.80,79.00
13.00,75.50,24.70,79.00
13.00,75.50,24.70,79.00
12.90,75.40,24.70,79.00
13.00,75.50,24.70,79.00
13.00,75.60,24.70,79.00
13.00,75.70,24.70,79.00
13.00,75.80,24.70,79.00
13.00,75.80,24.80,79.20
13.00,75.80,24.70,79.10
13.00,75.70,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.90,24.70,79.20
13.00,75.80,24.70,79.20
13.00,75.90,24.80,79.30
13.00,75.80,24.70,79.20
13.00,75.90,24.70,79.20
13.00,75.90,24.70,79.30
13.00,75.90,24.70,79.30
13.00,76.00,24.70,79.30
13.00,76.00,24.70,79.40
13.00,76.00,24.70,79.40
13.00,76.00,24.60,79.40
13.00,76.10,24.70,79.40
12.90,76.00,24.60,79.40
13.00,76.10,24.60,79.40
13.00,76.10,24.70,79.40
13.00,76.20,24.70,79.40
13.00,76.20,24.60,79.40
13.00,76.20,24.60,79.40
13.00,76.20,24.60,79.40
13.00,76.20,24.70,79.50
13.00,76.20,24.60,79.50
13.00,76.20,24.60,79.50
13.00,76.20,24.70,79.60
13.00,76.30,24.60,79.60
13.00,76.30,24.60,79.60
13.00,76.30,24.70,79.70
13.00,76.30,24.60,79.60
13.00,76.30,24.60,79.60
13.00,76.30,24.60,79.60
13.00,76.30,24.60,79.60
13.00,76.30,24.60,79.70
13.00,76.40,24.60,79.70
13.00,76.50,24.60,79.70
13.00,76.50,24.60,79.70
13.00,76.50,24.60,79.70
13.00,76.50,24.60,79.70
13.00,76.50,24.60,79.70
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.50,24.60,79.80
13.00,76.60,24.60,79.80
13.00,76.60,24.60,79.80
13.00,76.60,24.60,79.90
13.00,76.70,24.60,79.90
13.00,76.60,24.60,79.90
13.00,76.60,24.60,79.90
13.00,76.60,24.60,79.90
13.00,76.70,24.60,79.90
13.00,76.70,24.60,80.00
13.10,76.80,24.60,80.00
13.00,76.80,24.60,80.00
13.00,76.80,24.60,80.00
13.00,76.80,24.60,80.10
13.00,76.70,24.60,80.10
13.00,76.70,24.60,80.10
13.00,76.80,24.50,80.10
13.00,76.80,24.50,80.10
13.00,76.80,24.60,80.10
13.00,76.80,24.60,80.10
13.00,77.00,24.60,80.20
13.00,77.00,24.60,80.20
13.00,77.00,24.50,80.10
13.00,77.00,24.50,80.10
13.00,77.00,24.50,80.10
13.00,77.00,24.60,80.30
13.00,77.00,24.60,80.30
13.00,77.00,24.60,80.30
13.00,77.00,24.60,80.30
13.00,77.00,24.50,80.30
13.00,77.00,24.50,80.30
13.00,77.00,24.60,80.50
13.00,77.00,24.50,80.50
13.00,76.90,24.50,80.50
13.00,77.00,24.50,80.50
13.00,77.00,24.50,80.50
13.10,77.00,24.60,80.50
13.00,77.00,24.50,80.40
13.00,77.10,24.50,80.30
13.00,77.10,24.50,80.30
13.00,77.10,24.50,80.40
13.00,77.10,24.50,80.40
13.10,77.20,24.50,80.40
13.00,77.10,24.50,80.40
13.00,77.20,24.50,80.40
13.00,77.20,24.50,80.50
13.00,77.20,24.50,80.50
13.00,77.20,24.50,80.50
13.10,77.30,24.50,80.60
13.00,77.30,24.50,80.50
13.00,77.30,24.50,80.50
13.10,77.40,24.50,80.60
13.00,77.30,24.40,80.50
13.00,77.20,24.50,80.60
13.00,77.20,24.50,80.70
13.10,77.30,24.50,80.70
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.80
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.80
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.70
13.10,77.30,24.50,80.70
13.00,77.30,24.50,80.70
13.00,77.30,24.50,80.70
13.00,77.20,24.60,80.70
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.70
13.10,77.30,24.60,80.70
13.00,77.20,24.60,80.70
13.00,77.20,24.50,80.60
13.00,77.20,24.50,80.70
13.00,77.20,24.50,80.60
13.10,77.30,24.60,80.60
13.10,77.30,24.60,80.50
13.10,77.20,24.60,80.50
13.00,77.10,24.60,80.40
13.10,77.20,24.60,80.40
13.10,77.30,24.60,80.40
13.00,77.20,24.60,80.30
13.00,77.20,24.60,80.30
13.00,77.30,24.60,80.30
13.00,77.20,24.60,80.30
13.00,77.20,24.70,80.30
13.00,77.10,24.70,80.20
13.00,77.10,24.60,80.10
13.00,77.10,24.70,80.10
13.00,77.00,24.70,80.10
13.00,77.00,24.70,80.10
13.00,77.00,24.70,80.10
13.00,77.00,24.70,80.10
13.10,77.00,24.70,80.00
13.00,77.00,24.70,80.00
13.00,76.80,24.70,79.90
13.00,76.80,24.70,79.80
13.00,76.80,24.80,79.80
13.00,76.80,24.70,79.80
13.00,76.80,24.80,79.70
13.00,76.80,24.70,79.60
13.00,76.80,24.80,79.60
13.00,76.80,24.80,79.60
12.90,76.70,24.80,79.50
13.00,76.60,24.80,79.50
13.00,76.50,24.80,79.50
13.00,76.50,24.80,79.50
13.00,76.50,24.80,79.50
13.00,76.30,24.80,79.40
13.00,76.10,24.80,79.40
13.00,76.10,24.90,79.40
13.00,76.10,24.90,79.40
13.00,76.00,24.90,79.40
13.00,75.80,24.90,79.60
13.00,75.80,24.90,79.40
13.00,75.80,24.90,79.20
13.00,75.70,24.90,79.20
13.00,75.80,24.90,79.00
13.00,75.80,24.90,79.00
13.00,75.60,24.90,78.90
13.10,75.50,24.90,78.80
13.00,75.30,25.00,78.80
13.00,75.30,24.90,79.00
12.90,75.10,25.00,79.20
13.00,75.00,25.00,79.30
13.00,75.00,25.00,79.10
13.00,74.90,24.90,78.90
12.90,74.70,25.00,78.80
13.00,74.70,25.00,78.70
13.00,74.60,25.00,78.70
13.00,74.40,25.00,78.60
13.00,74.40,25.00,78.50
13.00,74.40,25.00,78.50
13.00,74.30,25.00,78.40
13.00,74.30,25.10,78.40
12.90,74.20,25.10,78.30
12.90,74.20,25.00,78.50
13.00,74.20,25.10,78.50
13.00,74.20,25.10,78.60
12.90,74.20,25.20,78.50
13.00,74.30,25.10,78.30
12.90,74.30,25.10,78.10
13.00,74.20,25.10,78.00
13.00,74.10,25.10,77.90
13.00,73.90,25.10,77.90
12.90,73.80,25.10,77.70
12.90,73.70,25.20,77.70
13.00,73.80,25.20,77.60
12.90,73.70,25.20,77.60
12.90,73.70,25.20,77.50
13.00,73.70,25.20,77.40
12.90,73.40,25.20,77.30
12.90,73.30,25.20,77.30
12.90,73.20,25.30,77.40
12.90,73.10,25.20,77.20
12.90,72.90,25.20,77.20
12.90,72.90,25.20,77.20
12.90,72.80,25.30,77.20
12.90,72.70,25.20,77.10
13.00,72.80,25.20,77.10
12.90,72.70,25.30,77.10
13.00,72.70,25.30,77.00
12.90,72.50,25.30,77.00
12.90,72.40,25.30,77.00
12.90,72.40,25.30,76.90
12.90,72.30,25.30,76.90
12.90,72.30,25.30,76.90
12.90,72.20,25.30,76.90
12.90,72.10,25.30,76.90
13.00,72.20,25.30,76.80
12.90,72.10,25.30,77.20
12.90,71.90,25.30,77.20
12.90,71.90,25.30,77.00
12.90,71.90,25.30,77.30
12.90,71.90,25.30,77.20
12.90,71.80,25.30,77.00
12.90,71.70,25.40,77.20
12.90,71.50,25.40,77.20
12.90,71.50,25.30,77.30
12.90,71.50,25.30,77.50
12.90,71.40,25.30,77.20
12.90,71.30,25.30,77.00
12.90,71.10,25.40,76.80
12.90,71.00,25.30,76.60
12.90,71.00,25.40,76.50
12.90,71.00,25.40,76.50
12.90,71.00,25.40,76.40
12.90,70.80,25.40,76.60
12.90,70.80,25.40,76.60
12.90,70.80,25.40,76.40
12.90,70.80,25.40,76.40
12.90,70.80,25.40,76.40
12.90,70.70,25.40,76.40
12.90,70.70,25.40,76.40
12.90,70.60,25.40,76.20
12.90,70.50,25.40,76.20
12.80,70.40,25.40,76.10
12.90,70.50,25.40,76.00
12.80,70.40,25.40,76.00
12.90,70.40,25.40,76.00
12.90,70.40,25.40,75.90
12.90,70.40,25.40,75.80
12.90,70.40,25.40,75.80
12.80,70.30,25.40,75.80
12.90,70.40,25.40,75.80
12.90,70.30,25.40,75.80
12.90,70.40,25.40,75.80
12.90,70.40,25.40,75.80
12.80,70.30,25.30,75.70
12.90,70.40,25.30,75.70
12.80,70.40,25.30,75.70
12.90,70.40,25.40,75.80
12.80,70.40,25.30,75.80
12.80,70.40,25.30,76.00
12.80,70.40,25.30,76.00
12.90,70.40,25.30,75.90
12.80,70.40,25.30,75.90
12.90,70.50,25.30,75.90
12.80,70.40,25.30,76.10
12.80,70.40,25.30,76.30
12.90,70.50,25.30,76.40
12.80,70.40,25.30,76.40
12.80,70.40,25.30,76.40
12.80,70.40,25.30,76.40
12.80,70.50,25.30,76.40
12.90,70.50,25.30,76.20
12.80,70.50,25.30,76.10
12.80,70.50,25.30,76.00
12.90,70.60,25.30,76.00
12.80,70.60,25.30,76.00
12.80,70.50,25.30,76.00
12.80,70.50,25.30,76.00
12.80,70.50,25.30,76.00
12.90,70.60,25.30,76.20
12.80,70.60,25.30,76.20
12.80,70.60,25.30,76.20
12.80,70.70,25.30,76.40
12.80,70.80,25.30,76.60
12.90,70.80,25.30,76.70
12.80,70.80,25.30,76.60
12.80,70.80,25.30,76.40
12.80,70.80,25.30,76.40
12.80,70.80,25.30,76.20
12.80,70.80,25.30,76.20
12.80,70.80,25.30,76.30
12.80,70.80,25.30,76.30
12.80,70.90,25.30,76.30
12.80,70.90,25.30,76.30
12.80,71.00,25.30,76.40
12.80,71.00,25.30,76.40
12.80,71.00,25.30,76.50
12.90,71.20,25.20,76.30
12.80,71.20,25.20,76.30
12.90,71.20,25.20,76.40
12.80,71.20,25.20,76.50
12.80,71.20,25.20,76.50
12.80,71.20,25.20,76.40
12.80,71.20,25.20,76.50
12.80,71.20,25.20,76.50
12.90,71.20,25.20,76.40
12.80,71.20,25.20,76.40
12.80,71.30,25.20,76.40
12.80,71.30,25.10,76.30
12.80,71.30,25.20,76.40
12.90,71.40,25.10,76.50
12.80,71.40,25.20,76.50
12.80,71.40,25.10,76.50
12.80,71.40,25.20,76.70
12.80,71.50,25.20,76.60
12.80,71.60,25.20,76.60
12.80,71.50,25.10,76.50
12.80,71.60,25.10,76.50
12.90,71.70,25.10,76.50
12.80,71.70,25.10,76.50
12.80,71.80,25.10,76.50
12.80,71.90,25.10,76.60
12.90,72.00,25.10,76.60
12.80,72.00,25.10,76.70
12.80,72.10,25.10,76.70
12.80,72.20,25.10,76.70
12.80,72.20,25.10,76.70
12.80,72.20,25.10,76.70
12.80,72.30,25.10,76.80
12.80,72.30,25.10,76.80
12.90,72.40,25.10,76.80
12.80,72.50,25.10,76.80
12.80,72.50,25.10,76.80
12.80,72.60,25.10,76.90
12.80,72.50,25.10,76.90
12.80,72.60,25.00,76.90
12.90,72.70,25.10,77.00
12.80,72.70,25.10,77.00
12.80,72.80,25.00,76.90
12.80,72.90,25.10,77.00
12.80,72.90,25.00,77.00
12.80,72.90,25.10,77.10
12.80,72.90,25.10,77.10
12.80,73.00,25.10,77.10
12.80,73.00,25.10,77.10
12.80,73.10,25.00,77.10
12.80,73.20,25.00,77.10
12.80,73.20,25.00,77.20
12.80,73.10,25.00,77.20
12.80,73.00,25.00,77.20
12.80,73.10,25.00,77.10
12.80,73.10,25.00,77.20
12.80,73.20,25.00,77.20
12.80,73.20,25.00,77.20
12.80,73.30,25.00,77.20
12.80,73.40,25.00,77.30
12.80,73.50,25.00,77.30
12.80,73.60,25.00,77.30
12.80,73.60,25.00,77.40
12.80,73.60,25.00,77.40
12.80,73.60,25.00,77.40
12.80,73.70,25.00,77.50
12.80,73.70,25.00,77.50
12.80,73.70,25.00,77.50
12.80,73.70,25.00,77.50
12.80,73.80,25.00,77.50
12.80,73.80,25.00,77.70
12.80,73.80,25.00,77.80
12.80,73.80,25.00,77.90
12.80,73.90,24.90,77.80
12.80,73.90,25.00,77.80
12.80,73.90,25.00,77.70
12.80,74.00,25.00,77.70
12.80,74.10,25.00,77.70
12.80,74.10,24.90,77.70
12.80,74.10,24.90,77.70
12.80,74.10,24.90,77.70
12.80,74.10,24.90,77.70
12.80,74.10,24.90,77.80
12.90,74.20,24.90,77.90
12.80,74.30,24.90,77.90
12.80,74.40,24.90,77.90
12.80,74.50,24.90,77.90
12.80,74.60,24.90,77.90
12.80,74.60,24.90,77.90
12.80,74.70,24.90,78.00
12.80,74.70,24.90,78.00
12.90,74.80,24.90,78.00
12.80,74.80,24.90,78.10
12.80,74.80,24.90,78.20
12.80,74.80,24.90,78.30
12.80,74.80,24.90,78.30
12.80,74.90,24.90,78.20
12.90,75.00,24.90,78.20
12.80,75.00,24.90,78.20
12.80,75.00,24.90,78.10
12.80,75.10,24.90,78.10
12.80,75.10,24.90,78.20
12.80,75.10,24.90,78.20
12.80,75.10,24.90,78.20
12.80,75.10,24.90,78.20
12.80,75.10,24.90,78.20
12.80,75.10,24.80,78.10
12.80,75.20,24.90,78.20
12.80,75.20,24.90,78.20
12.80,75.20,24.90,78.20
12.80,75.20,24.80,78.20
12.80,75.30,24.80,78.20
12.80,75.30,24.90,78.20
12.80,75.30,24.80,78.20
12.80,75.30,24.90,78.20
12.80,75.30,24.80,78.20
12.80,75.40,24.90,78.30
12.80,75.40,24.90,78.30
12.80,75.50,24.90,78.30
12.80,75.50,24.80,78.20
12.80,75.60,24.80,78.20
12.80,75.60,24.80,78.20
12.80,75.70,24.80,78.20
12.80,75.60,24.80,78.20
12.80,75.70,24.80,78.20
12.80,75.70,24.80,78.30
12.80,75.80,24.80,78.30
12.80,75.80,24.80,78.40
12.80,75.80,24.80,78.40
12.80,75.80,24.80,78.40
12.80,75.80,24.80,78.40
12.80,75.80,24.80,78.50
12.80,75.90,24.80,78.50
12.80,75.90,24.80,78.60
12.80,75.90,24.80,78.60
12.90,76.00,24.80,78.60
12.80,76.00,24.80,78.60
12.90,76.10,24.70,78.60
12.80,76.10,24.80,78.70
12.80,76.10,24.80,78.70
12.80,76.10,24.80,78.80
12.90,76.10,24.70,78.70
12.80,76.10,24.80,78.80
12.80,76.10,24.70,78.70
12.80,76.20,24.70,78.70
12.80,76.20,24.70,78.70
12.80,76.20,24.70,78.80
12.80,76.20,24.70,78.80
12.80,76.20,24.70,78.80
12.80,76.20,24.70,78.80
12.80,76.30,24.70,78.80
12.80,76.30,24.70,78.90
12.90,76.30,24.70,78.90
12.90,76.40,24.70,79.00
12.80,76.30,24.70,79.00
12.80,76.30,24.70,79.00
12.80,76.20,24.70,79.00
12.80,76.20,24.70,79.10
12.90,76.30,24.70,79.10
12.90,76.30,24.70,79.10
12.80,76.30,24.70,79.20
12.90,76.40,24.70,79.10
12.90,76.50,24.70,79.20
12.80,76.40,24.70,79.20
12.80,76.40,24.70,79.20
