Temperature_A,Humidity_A,Temperature_B,Humidity_B,Temperature_C,Humidity_C,Weight_A1,Weight_A2,Weight_A3,Weight_B1,Weight_B2,Weight_B3,Weight_C1,Weight_C2,Weight_C3,Priority_A,Priority_B,Priority_C
14.3,69.7,25.8,75.1,32.0,78.4,18.0,24.0,5.5,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.4,69.9,25.9,75.3,32.2,78.6,18.0,24.0,5.5,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,69.9,25.8,75.0,32.0,78.4,18.0,24.0,5.5,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.4,69.7,25.8,75.0,32.1,78.4,18.0,24.0,5.5,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,69.8,25.8,75.1,32.0,78.4,18.0,24.0,5.5,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,69.9,25.8,75.1,32.0,78.5,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,69.9,25.8,75.0,32.0,78.4,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.4,70.0,25.8,75.1,32.1,78.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.4,69.8,25.8,75.1,32.1,78.4,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,69.8,25.7,75.1,32.0,78.4,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.4,70.0,25.7,75.1,32.0,78.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.1,25.8,75.2,32.0,78.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.3,25.7,75.2,32.0,78.8,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.3,25.8,75.4,32.0,78.8,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.4,25.7,75.4,32.0,78.9,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.6,25.7,75.4,32.0,79.0,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.6,25.7,75.4,32.0,79.0,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.7,25.7,75.4,32.0,79.1,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.6,25.7,75.6,32.0,79.1,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.8,25.7,75.6,32.0,79.2,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.0,25.7,76.0,32.0,79.5,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.0,25.7,76.0,32.0,79.5,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.1,25.7,76.2,32.0,79.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.8,25.7,76.2,32.0,79.5,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.8,25.7,76.1,32.0,79.4,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.9,25.7,76.0,32.0,79.4,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.0,25.7,76.5,32.0,79.8,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.2,25.6,76.1,32.0,79.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,71.0,25.6,76.4,32.0,79.7,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,4.8,Média,Baixa,Média
14.3,70.9,25.7,76.4,32.0,79.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,24.6,Média,Baixa,Média
14.3,71.1,25.7,76.1,32.0,79.6,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,24.6,Média,Baixa,Média
14.3,71.2,25.7,76.5,32.0,79.8,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,71.3,25.6,76.1,32.0,79.7,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,71.3,25.7,76.1,32.0,79.7,18.0,24.0,33.9,66.5,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.2,71.0,25.6,76.0,31.9,79.5,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,70.8,25.6,76.0,32.0,79.4,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,70.9,25.6,76.0,32.0,79.4,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,71.0,25.6,76.1,32.0,79.6,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,71.0,25.6,76.1,32.0,79.6,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.2,71.0,25.5,76.0,31.8,79.5,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,71.0,25.7,76.2,32.0,79.6,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,70.7,25.6,76.1,32.0,79.4,18.0,24.0,33.9,2.8,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.2,70.5,25.6,76.1,31.9,79.3,18.0,24.0,33.9,26.1,131.2,11.2,47.4,51.6,39.2,Média,Baixa,Média
14.3,70.6,25.6,76.1,32.0,79.4,18.0,24.0,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.8,25.6,76.2,32.0,79.5,18.0,24.0,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.0,25.5,76.1,31.9,79.6,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.2,25.6,76.2,32.0,79.7,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.3,25.6,76.3,32.0,79.8,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.2,25.6,76.7,32.0,80.0,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.9,25.6,76.9,32.0,79.9,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.8,25.5,76.7,31.9,79.8,18.0,114.6,33.9,26.1,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.8,25.5,76.6,31.9,79.7,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.9,25.5,76.5,31.9,79.7,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.1,25.5,76.5,31.9,79.8,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.2,25.5,76.6,31.9,79.9,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.2,71.0,25.5,76.6,31.8,79.8,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.2,70.8,25.5,76.7,31.8,79.8,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.8,25.5,77.1,31.9,79.9,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,70.9,25.5,77.1,31.9,80.0,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.2,71.0,25.5,76.9,31.8,80.0,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.3,25.5,76.9,31.9,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,51.6,96.8,Média,Baixa,Média
14.3,71.4,25.5,76.7,31.9,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.4,25.5,76.7,31.8,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.4,25.5,76.7,31.8,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.6,25.5,76.7,31.9,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.7,25.5,76.7,31.9,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.4,76.6,31.8,80.0,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.4,76.6,31.8,80.0,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.6,25.5,76.7,31.9,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.6,25.5,76.7,31.9,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.4,25.4,76.7,31.8,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.4,25.5,76.8,31.9,80.1,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.3,25.4,76.8,31.8,80.0,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.4,25.4,76.9,31.8,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.4,25.4,76.9,31.8,80.2,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.6,25.5,77.1,31.9,80.4,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.5,77.2,31.8,80.4,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.7,25.4,77.4,31.8,80.6,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.8,25.4,77.4,31.8,80.6,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.9,25.4,77.7,31.8,80.8,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.9,25.4,77.6,31.8,80.8,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.5,77.5,31.8,80.5,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.2,71.3,25.4,77.4,31.8,80.4,18.0,114.6,33.9,55.8,131.2,11.2,47.4,21.6,96.8,Média,Baixa,Média
14.3,71.4,25.4,77.4,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.3,25.4,77.4,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,71.5,25.4,77.3,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.6,25.4,77.2,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,71.5,25.4,77.2,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.4,25.3,77.1,31.8,80.2,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.3,77.1,31.8,80.3,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.5,25.3,77.2,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.4,25.4,77.4,31.8,80.4,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,71.6,25.3,77.4,31.8,80.5,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.7,25.3,77.6,31.8,80.6,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,71.9,25.3,77.4,31.8,80.6,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,72.1,25.3,77.4,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.3,72.1,25.3,77.4,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,96.8,Média,Baixa,Média
14.2,71.8,25.3,77.4,31.8,80.6,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.7,25.3,77.6,31.8,80.6,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.7,25.4,77.8,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.3,71.8,25.3,77.8,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.7,25.3,77.9,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.7,25.3,77.8,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.3,71.9,25.3,77.8,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.9,25.3,77.8,31.8,80.8,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.0,25.3,78.0,31.8,81.0,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.3,78.0,31.8,81.1,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.4,25.3,78.2,31.8,81.3,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.4,25.3,78.0,31.8,81.2,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.3,77.9,31.8,81.1,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.3,77.9,31.8,81.1,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.1,25.3,77.8,31.8,80.9,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.3,77.8,31.8,81.0,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.3,77.8,31.8,81.0,18.0,114.6,33.9,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.3,25.3,77.8,31.8,81.0,18.0,114.6,128.0,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.4,25.3,77.9,31.8,81.2,18.0,114.6,128.0,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.6,25.3,77.9,31.8,81.2,18.0,114.6,128.0,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.7,25.3,78.0,31.8,81.4,18.0,114.6,128.0,55.8,131.2,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.3,72.7,25.2,77.8,31.8,81.2,18.0,114.6,128.0,55.8,51.1,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.5,25.3,78.0,31.8,81.2,18.0,114.6,128.0,55.8,51.1,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.5,25.3,78.0,31.8,81.2,18.0,114.6,128.0,55.8,51.1,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,72.2,25.2,77.9,31.7,81.1,18.0,114.6,128.0,55.8,7.4,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.9,25.2,77.9,31.7,80.9,18.0,114.6,128.0,55.8,7.4,19.6,54.6,21.6,145.8,Média,Baixa,Média
14.2,71.9,25.3,78.0,31.8,81.0,18.0,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.2,25.2,77.9,31.7,81.1,18.0,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.2,25.2,77.9,31.7,81.1,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.3,72.2,25.2,77.9,31.8,81.1,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.3,71.9,25.3,78.1,31.8,81.0,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,71.9,25.2,78.1,31.7,81.0,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.3,72.0,25.2,78.2,31.8,81.1,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,71.8,25.2,78.3,31.7,81.0,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.3,71.9,25.2,78.3,31.8,81.1,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,71.9,25.2,78.3,31.7,81.1,137.7,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.0,25.2,78.3,31.7,81.2,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.2,25.2,78.3,31.7,81.2,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.4,25.2,78.3,31.7,81.4,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.5,25.2,78.3,31.7,81.4,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,16.8,Média,Baixa,Média
14.2,72.8,25.2,78.3,31.7,81.6,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.9,25.2,78.3,31.7,81.6,11.1,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.9,25.2,78.3,31.7,81.6,6.6,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.7,25.2,78.3,31.7,81.5,6.6,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.5,25.2,78.4,31.7,81.4,6.6,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.7,25.1,78.3,31.6,81.5,6.6,114.6,128.0,55.8,7.4,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.9,25.1,78.3,31.6,81.6,6.6,114.6,128.0,55.8,33.3,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.8,25.1,78.3,31.6,81.6,6.6,114.6,128.0,55.8,33.3,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.9,25.2,78.5,31.7,81.7,6.6,114.6,128.0,55.8,33.3,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,73.0,25.2,78.5,31.7,81.8,6.6,114.6,128.0,55.8,33.3,19.6,54.6,21.6,15.5,Média,Baixa,Média
14.2,72.8,25.2,78.5,31.7,81.6,6.6,114.6,128.0,55.8,33.3,19.6,54.6,21.6,99.6,Média,Baixa,Média
14.2,72.8,25.1,78.5,31.6,81.6,42.6,114.6,128.0,55.8,33.3,19.6,54.6,57.6,99.6,Média,Baixa,Média
14.2,72.8,25.2,78.6,31.7,81.7,42.6,114.6,128.0,55.8,33.3,19.6,54.6,57.6,99.6,Média,Baixa,Média
14.2,72.7,25.1,78.5,31.6,81.6,42.6,114.6,128.0,55.8,33.3,19.6,54.6,57.6,99.6,Média,Baixa,Média
14.2,72.8,25.1,78.5,31.6,81.6,42.6,114.6,128.0,55.8,33.3,19.6,54.6,57.6,99.6,Média,Baixa,Média
14.2,72.9,25.1,78.5,31.6,81.7,42.6,114.6,128.0,55.8,33.3,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.2,25.1,78.6,31.6,81.9,42.6,114.6,128.0,55.8,33.3,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.3,25.1,78.6,31.6,81.9,42.6,114.6,128.0,55.8,33.3,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.4,25.1,78.6,31.6,82.0,42.6,114.6,128.0,55.8,33.3,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.5,25.1,78.8,31.6,82.2,42.6,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.4,25.1,78.9,31.6,82.2,42.6,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.3,25.1,78.9,31.6,82.1,42.6,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.4,25.1,78.9,31.6,82.2,42.6,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.4,25.1,78.8,31.6,82.1,42.6,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Média,Baixa,Média
14.2,73.3,25.1,78.8,31.6,82.0,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.1,79.1,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.0,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.1,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.0,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.2,25.1,79.1,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.2,25.1,79.0,31.6,82.1,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.2,25.0,78.9,31.6,82.1,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.2,25.0,78.9,31.6,82.1,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.1,79.1,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.0,78.9,31.6,82.1,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.4,25.0,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.6,25.0,79.0,31.6,82.3,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.6,25.0,79.1,31.6,82.4,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.4,25.0,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.0,79.0,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.3,25.0,79.1,31.6,82.2,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.4,25.1,79.2,31.6,82.3,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.6,25.0,79.1,31.6,82.4,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.8,25.0,79.2,31.6,82.5,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.9,25.0,79.3,31.6,82.6,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.8,25.0,79.5,31.6,82.6,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.5,25.0,79.7,31.6,82.6,0.0,114.6,128.0,55.8,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.4,25.0,79.4,31.6,82.4,0.0,114.6,128.0,7.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.6,25.0,79.3,31.6,82.4,0.0,114.6,128.0,7.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,73.8,25.0,79.3,31.6,82.6,0.0,114.6,128.0,7.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.0,25.0,79.3,31.6,82.6,0.0,114.6,128.0,7.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.0,25.0,79.3,31.6,82.6,0.0,114.6,128.0,7.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.1,25.0,79.3,31.6,82.7,0.0,114.6,128.0,40.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.0,25.0,79.3,31.6,82.6,0.0,114.6,128.0,40.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.1,25.0,79.3,31.6,82.7,0.0,114.6,128.0,40.5,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.2,25.0,79.3,31.6,82.8,0.0,114.6,128.0,47.4,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.3,24.9,79.3,31.6,82.8,0.0,114.6,128.0,47.4,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
14.2,74.3,24.9,79.4,31.6,82.8,0.0,114.6,128.0,47.4,2.4,19.6,54.6,119.0,99.6,Media,Baixa,Média
