Temperature_A,Humidity_A,Temperature_B,Humidity_B,Temperature_C,Humidity_C,Weight_A1,Weight_A2,Weight_A3,Weight_B1,Weight_B2,Weight_B3,Weight_C1,Weight_C2,Weight_C3,Priority_A,Priority_B,Priority_C
12.4,82.2,24.4,80.7,30.4,87.4,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,82.1,24.3,80.5,30.3,87.3,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.2,24.4,80.5,30.4,87.4,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.5,30.4,87.4,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.5,30.4,87.4,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.4,30.4,87.4,63.6,1.4,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.3,30.4,87.3,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.3,30.4,87.3,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.4,24.4,80.2,30.4,87.3,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.1,30.4,87.2,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.1,30.4,87.2,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.3,24.4,80.1,30.4,87.2,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.2,24.4,80.0,30.4,87.1,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.1,24.5,80.1,30.4,87.1,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.2,24.5,80.1,30.4,87.2,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.1,24.5,80.0,30.4,87.0,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.0,24.5,79.9,30.4,87.0,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,82.0,24.5,79.8,30.4,86.9,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,82.0,24.5,79.8,30.4,86.9,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.5,79.7,30.4,86.8,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.5,79.6,30.4,86.8,63.6,0.8,136.8,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.6,79.6,30.5,86.8,63.6,0.8,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.6,79.6,30.5,86.8,63.6,0.8,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.6,79.5,30.5,86.7,63.6,0.8,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.9,24.6,79.4,30.5,86.6,63.6,0.8,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.8,24.6,79.4,30.5,86.6,63.6,0.8,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.8,24.6,79.3,30.5,86.6,63.6,63.0,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.7,24.6,79.2,30.5,86.4,63.6,63.0,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.7,24.7,79.2,30.6,86.4,63.6,63.0,38.4,16.2,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.6,24.7,79.1,30.6,86.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.5,24.6,79.0,30.5,86.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.5,24.6,78.8,30.5,86.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.5,24.7,78.9,30.6,86.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.5,24.7,78.8,30.6,86.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.3,24.7,78.8,30.6,86.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,81.3,24.7,78.7,30.6,86.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,81.0,24.8,78.7,30.6,85.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.9,24.8,78.6,30.6,85.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,80.7,24.7,78.5,30.5,85.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.6,24.8,78.5,30.6,85.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.5,24.8,78.4,30.6,85.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.5,24.8,78.4,30.6,85.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.4,24.8,78.3,30.6,85.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.4,24.8,78.2,30.6,85.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.4,24.8,78.2,30.6,85.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.4,24.9,78.1,30.6,85.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.3,24.8,78.0,30.6,85.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,80.3,24.8,77.9,30.6,85.1,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,80.0,24.9,77.9,30.6,85.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,79.7,24.9,77.8,30.6,84.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.6,24.9,77.8,30.6,84.7,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,79.5,24.9,77.7,30.6,84.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.5,24.9,77.6,30.6,84.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.4,24.9,77.6,30.6,84.5,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.4,24.9,77.5,30.6,84.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,79.2,24.9,77.4,30.6,84.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.2,24.9,77.4,30.6,84.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.1,24.9,77.3,30.6,84.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,79.1,24.9,77.3,30.6,84.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,79.0,24.9,77.2,30.6,84.1,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,79.0,24.9,77.2,30.6,84.1,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.9,24.9,77.1,30.6,84.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.9,25.0,77.1,30.6,84.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.9,25.0,77.1,30.7,84.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.8,25.0,77.1,30.6,83.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.8,25.0,77.0,30.6,83.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.6,25.0,77.0,30.6,83.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.5,25.0,76.9,30.7,83.7,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.4,25.0,76.9,30.7,83.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.2,25.0,76.9,30.6,83.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.2,25.0,76.8,30.7,83.5,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.1,25.0,76.8,30.6,83.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.1,25.0,76.7,30.6,83.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.1,25.0,76.7,30.7,83.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.1,25.0,76.6,30.7,83.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,78.0,25.0,76.6,30.6,83.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.9,25.1,76.6,30.7,83.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,78.0,25.1,76.5,30.8,83.2,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.8,25.0,76.4,30.6,83.1,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.7,25.1,76.5,30.7,83.1,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.5,25.0,76.4,30.6,83.0,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,77.6,25.0,76.3,30.7,82.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.5,25.0,76.3,30.6,82.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.5,25.1,76.3,30.7,82.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.4,77.5,25.1,76.3,30.8,82.9,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.3,25.1,76.3,30.7,82.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.3,25.1,76.3,30.7,82.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.3,25.1,76.2,30.7,82.8,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.0,25.1,76.1,30.7,82.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.0,25.1,76.1,30.7,82.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,77.0,25.2,76.1,30.8,82.6,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.9,25.1,76.1,30.7,82.5,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.8,25.1,76.0,30.7,82.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.8,25.1,76.0,30.7,82.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.8,25.1,76.0,30.7,82.4,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.7,25.1,75.9,30.7,82.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.7,25.1,75.9,30.7,82.3,63.6,63.0,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.7,25.1,75.9,30.7,82.3,58.8,76.8,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.5,25.1,75.9,30.7,82.2,58.8,76.8,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.4,25.1,75.9,30.7,82.2,58.8,76.8,38.4,118.4,109.6,151.2,70.0,39.6,11.6,Média,Baixa,Média
12.3,76.3,25.2,75.9,30.8,82.1,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,76.3,25.1,75.8,30.7,82.0,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,76.2,25.1,75.8,30.7,82.0,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,76.0,25.2,75.9,30.8,82.0,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,76.0,25.1,75.7,30.7,81.8,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.1,75.7,30.7,81.8,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.2,75.8,30.8,81.8,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.2,75.8,30.8,81.8,1.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.2,75.8,30.8,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.9,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.2,75.7,30.8,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.1,75.7,30.7,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.8,25.2,75.7,30.8,81.8,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.2,75.6,25.1,75.7,30.6,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.7,25.1,75.6,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.7,25.1,75.6,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.6,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.6,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.6,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,39.6,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.5,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.5,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.5,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.5,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.5,25.1,75.5,30.6,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.6,25.1,75.5,30.6,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.6,25.1,75.5,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.5,25.0,75.5,30.6,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.5,25.1,75.5,30.7,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.5,25.1,75.5,30.7,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.5,25.1,75.5,30.7,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.3,25.1,75.5,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.1,25.1,75.5,30.6,81.3,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.1,25.1,75.5,30.6,81.3,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.1,25.1,75.5,30.7,81.3,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.1,25.1,75.5,30.7,81.3,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.1,25.1,75.6,30.7,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.1,25.1,75.6,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.2,25.1,75.7,30.7,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.3,25.1,75.7,30.6,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.4,25.1,75.7,30.7,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.3,25.1,75.7,30.6,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.1,25.1,75.7,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.2,25.0,75.7,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.2,25.0,75.7,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.2,25.1,75.7,30.7,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.2,25.0,75.7,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.2,75.2,25.0,75.7,30.6,81.4,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.2,25.1,75.8,30.7,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,36.4,41.4,Média,Baixa,Média
12.3,75.2,25.0,75.8,30.6,81.5,79.0,76.8,38.4,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.3,25.0,75.8,30.6,81.6,79.0,76.8,38.4,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.4,25.1,75.9,30.6,81.6,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.4,25.0,75.8,30.6,81.6,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.4,25.0,75.9,30.6,81.6,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.5,25.0,75.9,30.6,81.7,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.5,25.0,75.9,30.6,81.7,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.6,25.0,75.9,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.6,25.0,75.9,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.6,25.0,75.9,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.6,25.0,75.9,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.7,25.0,76.0,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.6,25.0,76.0,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.7,25.0,76.0,30.6,81.8,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.3,75.8,25.0,76.0,30.6,81.9,79.0,76.8,19.6,118.4,109.6,151.2,70.0,144.0,41.4,Média,Baixa,Média
12.2,75.8,25.0,76.0,30.6,81.9,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,75.8,25.0,76.1,30.6,81.9,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,75.9,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.3,76.0,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,76.0,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.3,76.0,24.9,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,75.9,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,76.0,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,76.0,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,144.0,41.4,Média,Baixa,Média
12.2,76.0,25.0,76.1,30.6,82.0,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.1,24.9,76.2,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.1,25.0,76.2,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.2,24.9,76.2,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.1,24.9,76.2,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.2,24.9,76.2,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.2,24.9,76.3,30.6,82.2,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.2,24.9,76.4,30.6,82.3,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.2,24.9,76.4,30.6,82.3,79.0,76.8,19.6,118.4,109.6,68.4,18.2,17.0,41.4,Média,Baixa,Média
12.2,76.3,24.9,76.4,30.6,82.4,79.0,76.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.3,24.9,76.4,30.6,82.4,79.0,76.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.3,24.9,76.4,30.6,82.4,79.0,76.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.3,76.4,24.9,76.4,30.6,82.4,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.4,24.9,76.5,30.6,82.4,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.4,24.9,76.5,30.6,82.4,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.4,24.9,76.5,30.6,82.4,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.3,76.5,24.9,76.5,30.6,82.5,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.3,76.5,24.9,76.6,30.6,82.6,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
12.2,76.5,24.8,76.5,30.5,82.5,79.0,0.8,19.6,118.4,109.6,68.4,18.2,88.2,41.4,Média,Baixa,Média
